,School,CDSCode,NCESCode,Magnet,Zip,Latitude,Longitude
5320,University Preparatory Value High,19647330132027,062271012699,N,90006-5008,34.046778,-118.28094
5321,Alliance Marine - Innovation and Technology 6-12 Complex,19647330132084,062271013857,N,91352-1834,34.237261,-118.39327
5322,Bert Corona Charter High,19647330132126,062271013897,N,91331-1628,34.271259,-118.40597
5323,Ednovate - East College Prep,19647330132282,062271013898,N,90031-3137,34.070120,-118.19968
5325,Anahuacalmecac International University Preparatory of North America,19647330132928,062271012271,N,90032-1942,34.085085,-118.18154
5326,PUC Triumph Charter Academy and PUC Triumph Charter High,19647330133272,062271012812,N,91342-4265,34.314190,-118.45976
5328,PUC CALS Middle School and Early College High,19647330133298,062271010890,N,90041-2547,34.137233,-118.18736
5329,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",19647330133603,062271013968,N,90019-1839,34.055341,-118.33152
5336,Rise Kohyang High,19647330133868,062271013974,N,90057,34.062428,-118.28217
5345,WISH Academy High,19647330135632,062271014098,N,90045-2322,33.957763,-118.42888
5346,Horace Mann UCLA Community,19647330135681,062271014112,N,90047-1833,33.976593,-118.31225
5349,Ednovate - Esperanza College Prep,19647330135715,062271014117,N,90022-1422,34.038931,-118.17147
5350,Ednovate - Brio College Prep,19647330135723,062271014104,N,90071-1115,34.053718,-118.25500
5351,Maywood Center for Enriched Studies,19647330135855,062271014102,Y,90270-2928,33.987863,-118.18326
5357,University Pathways Medical Magnet Academy,19647330137083,062271014307,Y,90061-2566,33.932721,-118.26992
5358,University Pathways Public Service Academy,19647330137091,062271014289,N,90001-3854,33.961125,-118.24902
5364,Matrix for Success Academy,19647330137562,062271014253,N,90011-2527,34.012475,-118.25769
5366,Valley International Preparatory High,19647330137612,062271014248,N,91324-4545,34.221079,-118.54359
5377,Valley Oaks Center for Enriched Studies,19647330140046,062271014456,Y,91352-1844,34.236040,-118.39702
5392,William Tell Aggeler Opportunity High,19647331930064,062271002802,N,91311-4903,34.242728,-118.59270
5396,Harris Newmark Continuation,19647331930296,062271003214,N,90026-5701,34.061133,-118.26488
5399,Central High,19647331930387,062271002908,N,90021-2114,34.031856,-118.25387
5401,Whitney Young Continuation,19647331930403,062271003477,N,90043-4838,33.995062,-118.32638
5402,View Park Continuation,19647331930429,062271003435,N,90016-4713,34.021550,-118.34783
5407,Moneta Continuation,19647331930486,062271003190,N,90248-3442,33.867399,-118.29450
5412,San Antonio Continuation,19647331930551,062271003322,N,90255-5268,33.987203,-118.21718
5413,Pueblo de Los Angeles Continuation,19647331930577,062271003292,N,90031-2457,34.068919,-118.19751
5415,Harold McAlister High (Opportunity),19647331930619,062271003070,N,90057-3301,34.061026,-118.27993
5419,Phineas Banning Senior High,19647331930650,062271002838,Y,90744-1526,33.794038,-118.26080
5422,Thomas Riley High,19647331930692,062271003397,N,90002-3307,33.943214,-118.24771
5424,Angel's Gate (Continuation),19647331930734,062271002815,N,90731-6969,33.707853,-118.29285
5426,Phoenix Continuation,19647331930783,062271003279,N,90066-4175,33.996807,-118.44118
5427,Mt. Lukens Continuation,19647331930791,062271003201,N,91042-1727,34.259674,-118.30035
5432,Bell Senior High,19647331930866,062271002844,Y,90201-2528,33.974658,-118.19031
5434,Belmont Senior High,19647331930924,062271007751,N,90026-5701,34.061222,-118.26301
5436,John R. Wooden High,19647331930940,062271002806,N,91335-1802,34.212967,-118.54164
5438,Simon Rodia Continuation,19647331930973,062271003313,N,90280-5555,33.942247,-118.22316
5439,Indian Springs Continuation,19647331930999,062271003101,No Data,90025-2378,34.045379408163264,-118.45756871428571
5442,Birmingham Community Charter High,19647331931047,062271002857,N,91406-5420,34.188953,-118.50490
5448,Cheviot Hills Continuation,19647331931336,062271002918,N,90034-1906,34.035630,-118.39239
5450,Del Rey Continuation,19647331931351,062271002953,No Data,90045-3437,33.9576469,-118.4275371
5451,Amelia Earhart Continuation,19647331931377,062271002972,N,91601-3045,34.167840,-118.38782
5452,Albert Einstein Continuation,19647331931385,062271002976,N,91343-3149,34.239189,-118.47934
5453,Highland Park Continuation,19647331931393,062271003082,N,90042-2418,34.117293,-118.20125
5455,Miguel Leonis Continuation,19647331931419,062271003133,No Data,91367-5930,34.169380,-118.64078
5457,Robert H. Lewis Continuation,19647331931435,062271003134,N,91352-2953,34.225407,-118.40543
5459,Jack London Continuation,19647331931450,062271003146,N,91401-4104,34.179367,-118.41441
5460,Metropolitan Continuation,19647331931468,062271003181,N,90021-1625,34.034378,-118.23396
5461,Canoga Park Senior High,19647331931476,062271002890,Y,91303-2354,34.195573,-118.60579
5462,Mission Continuation,19647331931484,062271003189,N,91340-4424,34.270238,-118.43980
5463,Owensmouth Continuation,19647331931500,062271003257,N,91303-1997,34.196338,-118.60290
5464,George S. Patton Continuation,19647331931518,062271003276,N,90710-1759,33.802463,-118.30732
5465,Carson Senior High,19647331931526,062271002899,N,90745-4525,33.823776,-118.27575
5466,Will Rogers Continuation,19647331931534,062271003314,N,91411-1595,34.187703,-118.45334
5467,Stoney Point Continuation,19647331931559,062271003376,N,91311-3127,34.252078,-118.58849
5468,Sojourner Truth Continuation,19647331931575,062271003405,No Data,90061-3009,33.9649335,-118.2651395
5469,Kirk Douglas Continuation,19647331931583,062271003450,No Data,91326-3222,34.260951,-118.527252
5471,Diane S. Leichman Career Preparatory and Transition Center,19647331931633,062271008886,N,91335-3910,34.199229,-118.54785
5473,Zane Grey Continuation,19647331931682,062271003055,N,91335-6115,34.190181,-118.53052
5474,Independence Continuation,19647331931690,062271003100,N,91406-5526,34.189853,-118.50223
5475,Chatsworth Charter High,19647331931708,062271002916,N,91311-3153,34.252319,-118.58425
5476,Lake Balboa College Preparatory Magnet K-12,19647331931716,062271003416,Y,91406-5531,34.192148,-118.50139
5479,Whitman Continuation,19647331931856,062271007768,N,90036-1764,34.080254,-118.35930
5480,Grover Cleveland Charter High,19647331931864,062271002923,Y,91335-1136,34.218186,-118.54910
5481,Dan M. Issacs Avalon High,19647331931930,062271002830,N,90744-1506,33.791888,-118.26343
5482,Ellington (Duke) High (Continuation),19647331931955,062271002984,N,90047-4912,33.935568,-118.30336
5483,John Hope Continuation,19647331931971,062271003093,N,90003-2632,33.968185,-118.26726
5484,Monterey Continuation,19647331931989,062271003197,N,90022-1929,34.028030,-118.15859
5485,Odyssey Continuation,19647331931997,062271003235,N,90280-2904,33.954944,-118.21106
5486,Cooper (James Fenimore) Opportunity High,19647331932029,062271002937,No Data,90731-1162,33.76529935,-118.29872421452177
5488,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",19647331932128,062271002941,Y,90043-4816,33.997541,-118.32929
5489,Temescal Canyon Continuation,19647331932169,062271003392,No Data,90272-3524,34.04588042174264,-118.53085121330872
5493,Henry David Thoreau Continuation,19647331932250,062271003398,N,91364-2528,34.168839,-118.56970
5495,Eagle Tree Continuation,19647331932318,062271002971,N,90745-4514,33.820934,-118.27547
5496,Jane Addams Continuation,19647331932334,062271002801,N,91344-3773,34.273788,-118.48815
5497,Evergreen Continuation,19647331932342,062271002995,N,91342-4360,34.308134,-118.43768
5501,Susan Miller Dorsey Senior High,19647331932383,062271002965,Y,90016-4707,34.022994,-118.34610
5502,West Hollywood Opportunity,19647331932391,062271003452,N,90046-6151,34.090001,-118.36183
5509,Eagle Rock High,19647331932540,062271002970,Y,90041-2815,34.133337,-118.20603
5510,El Camino Real Charter High,19647331932623,062271002977,N,91367-5949,34.169285,-118.64335
5512,Boyle Heights Continuation,19647331932821,062271007763,N,90033-4348,34.037855,-118.21203
5513,Los Angeles Center for Enriched Studies,19647331932847,062271008887,Y,90035-4656,34.043550,-118.37129
5514,Downtown Business High,19647331932888,062271007757,Y,90012-1573,34.062927,-118.25101
5518,Fairfax Senior High,19647331932920,062271002998,Y,90046-7210,34.083741,-118.36072
5524,John H. Francis Polytechnic,19647331932987,062271003020,Y,91352-3723,34.221721,-118.40408
5526,King/Drew Medical Magnet High,19647331933001,062271009150,Y,90059-3025,33.923831,-118.24620
5530,Benjamin Franklin Senior High,19647331933043,062271003021,N,90042-2428,34.115417,-118.19906
5537,John C. Fremont Senior High,19647331933118,062271003023,Y,90003-2348,33.970022,-118.26944
5546,Sherman Oaks Center for Enriched Studies,19647331933233,062271009151,Y,91335-6824,34.183932,-118.53792
5547,Gardena Senior High,19647331933241,062271003034,Y,90248-3322,33.866372,-118.29633
5549,Johnson (Dorothy V.) Opportunity High,19647331933282,062271003031,No Data,90011-3122,34.007613400000004,-118.2594124
5552,James A. Garfield Senior High,19647331933381,062271003037,Y,90022-3209,34.025353,-118.15787
5553,Granada Hills Charter,19647331933746,062271003050,N,91344-5902,34.261787,-118.52343
5554,Ulysses S. Grant Senior High,19647331933795,062271003052,Y,91401-4114,34.179356,-118.41580
5555,Alexander Hamilton Senior High,19647331933852,062271003064,Y,90034-3116,34.033458,-118.38969
5557,Hollywood Senior High,19647331934033,062271003088,Y,90028-7001,34.098357,-118.33872
5559,Huntington Park Senior High,19647331934157,062271003098,N,90255-3109,33.986707,-118.21921
5562,Thomas Jefferson Senior High,19647331934371,062271003106,N,90011-3301,34.009239,-118.25154
5564,Jordan High,19647331934454,062271003109,N,90002-3132,33.943161,-118.23129
5566,Abraham Lincoln Senior High,19647331935121,062271003139,Y,90031-2856,34.073873,-118.20386
5567,Alain Leroy Locke 3 College Preparatory Academy,19647331935154,062271003140,No Data,90061-3003,33.934867,-118.26893
5569,Los Angeles Senior High,19647331935352,062271003151,Y,90019-1831,34.056695,-118.33316
5571,Manual Arts Senior High,19647331935519,062271003163,Y,90037-1918,34.008208,-118.29160
5572,John Marshall Senior High,19647331935568,062271003171,Y,90027-3207,34.107762,-118.27756
5574,Joaquin Miller Career and Transition Center,19647331935717,062271003107,N,91335-1138,34.219497,-118.54911
5575,James Monroe High,19647331935865,062271003193,Y,91343-3114,34.237885,-118.47637
5576,Nathaniel Narbonne Senior High,19647331936160,062271003209,Y,90710-1742,33.804075,-118.30731
5578,North Hollywood Senior High,19647331936350,062271003230,Y,91601-3002,34.165883,-118.38782
5580,Ramona Opportunity High,19647331937085,062271003296,N,90063-2412,34.038969,-118.19137
5582,Reseda Charter High,19647331937226,062271003301,Y,91335-6121,34.190181,-118.53052
5585,Theodore Roosevelt Senior High,19647331937424,062271003315,N,90033-4350,34.039171,-118.21119
5588,San Fernando Senior High,19647331937622,062271003325,Y,91340-4426,34.272472,-118.44210
5590,San Pedro Senior High,19647331937838,062271003330,Y,90731-3925,33.730590,-118.29906
5592,South Gate Senior High,19647331938307,062271003364,N,90280-2937,33.954632,-118.20975
5593,Sylmar Charter High,19647331938554,062271003385,Y,91342-4251,34.307294,-118.44280
5594,Taft Charter High,19647331938612,062271003387,N,91364-2548,34.169390,-118.57103
5596,University High School Charter,19647331938885,062271003413,N,90025-1402,34.045716,-118.46133
5598,Van Nuys Senior High,19647331938968,062271003424,Y,91411-1506,34.189555,-118.45314
5600,Venice Senior High,19647331939040,062271003429,Y,90066-3512,33.998856,-118.44283
5601,Verdugo Hills Senior High,19647331939107,062271003430,Y,91042-1723,34.261842,-118.29798
5603,George Washington Preparatory High,19647331939305,062271003444,Y,90047-4622,33.937748,-118.30461
5605,WESM Health/Sports Medicine,19647331939479,062271003455,Y,90045-2322,33.959670,-118.42644
5606,Joseph Pomeroy Widney Career Preparatory and Transition Center,19647331939784,062271003110,N,90018-1323,34.035908,-118.31326
5607,Woodrow Wilson Senior High,19647331939859,062271003466,Y,90032-3703,34.070754,-118.18616
5608,John F. Kennedy High,19647331939941,062271003108,Y,91344-3709,34.274661,-118.48845
5610,Francisco Bravo Medical Magnet High,19647331995448,062271010240,Y,90033-1417,34.057328,-118.20384
5611,Middle College High (Alternative),19647331995455,062271009569,No Data,90047-4810,No Data,No Data
5612,Los Angeles Unified Alternative Education,19647331995489,062271009570,N,90017-5108,34.056109,-118.25698
5616,Youth Opportunities Unlimited,19647331995794,062271002128,N,90044-4915,33.960085,-118.28960
5617,Palisades Charter High,19647331995836,062271004593,Y,90272-3523,34.044632,-118.53330
5618,Tri-C Community Day,19647331996073,062271007115,N,90021-2114,34.031856,-118.25387
5619,City of Angels,19647331996115,062271007118,N,90063-2423,34.033860,-118.18582
5620,Discovery Charter,19647331996594,062271010516,No Data,91331,34.27686954166667,-118.40716939583334
5621,Los Angeles Leadership Academy,19647331996610,062271010517,N,90031-1937,34.083354,-118.21081
5622,Community Harvest Charter,19647331996636,062271010518,No Data,91411-3440,34.166842,-118.46591
5742,Elizabeth Learning Center,19647336016885,062271002983,N,90201-5205,33.962874,-118.18249
6001,Thirty-Second Street USC Performing Arts,19647336019475,062271003395,Y,90007-3601,34.025192,-118.28292
6025,Vaughn Next Century Learning Center,19647336019715,062271003426,N,91340-2216,34.279674,-118.42094
6075,Robert Fulton College Preparatory,19647336058002,062271003029,N,91405-1722,34.206434,-118.45752
6112,Charles Leroy Lowman Special Education and Career Transition Center,19647336060461,062271007758,N,91605-3506,34.206452,-118.41328
6113,C. Morley Sellery Special Education Center,19647336060479,062271007765,N,90247-4303,33.887751,-118.29594
6115,Benjamin Banneker Career and Transition Center,19647336060495,062271007750,N,90061-2659,33.904893,-118.26956
6116,Ernest P. Willenberg Special Education Center,19647336060503,062271007766,N,90732-3426,33.741242,-118.30958
6117,James J. McBride Special Education Center,19647336060511,062271007760,N,90066-4905,34.000603,-118.43114
6118,Marlton,19647336060529,062271007759,N,90008-3304,34.009739,-118.34437
6120,Alfonso B. Perez Special Education Center,19647336060545,062271007762,N,90022-1130,34.038721,-118.16827
6134,Foshay Learning Center,19647336061451,062271003017,N,90018-4546,34.018928,-118.30624
6149,Sun Valley Magnet,19647336061600,062271003378,Y,91352-4914,34.203585,-118.37784
6160,Berenece Carlson Home Hospital,19647336069157,062271007753,N,91602-3235,34.148005,-118.36884
6267,PUC Community Charter Middle and PUC Community Charter Early College High,19647336116750,062271008027,N,91342-6522,34.280097,-118.38238
6305,Marco Antonio Firebaugh High,19647740109538,062316010903,N,90262-3903,33.919941,-118.18320
6307,Pathway Independent Study,19647740114777,062316012156,N,90262-3660,33.925436,-118.20059
